Hybrid,Parent1,Parent2,train,test,vcf
CG44/LH162,CG44,LH162,TRUE,FALSE,TRUE
CG60/CG110,CG60,CG110,TRUE,FALSE,TRUE
CG60/CG111,CG60,CG111,TRUE,FALSE,TRUE
CG60/LH162,CG60,LH162,TRUE,FALSE,TRUE
CG60/LH185,CG60,LH185,TRUE,FALSE,TRUE
CG60/LH198,CG60,LH198,TRUE,FALSE,TRUE
CG60/LH82,CG60,LH82,TRUE,FALSE,TRUE
CG60/PHB47,CG60,PHB47,TRUE,FALSE,TRUE
CG60/PHZ51,CG60,PHZ51,TRUE,FALSE,TRUE
CG65/CG102,CG65,CG102,TRUE,FALSE,TRUE
CG65/CG108,CG65,CG108,TRUE,FALSE,TRUE
CG65/LH185,CG65,LH185,TRUE,FALSE,TRUE
CG65/LH198,CG65,LH198,TRUE,FALSE,TRUE
CG65/LH82,CG65,LH82,TRUE,FALSE,TRUE
CG65/PHZ51,CG65,PHZ51,TRUE,FALSE,TRUE
CGR01/LH185,CGR01,LH185,TRUE,FALSE,TRUE
CGR01/LH195,CGR01,LH195,TRUE,FALSE,TRUE
CGR01/LH198,CGR01,LH198,TRUE,FALSE,TRUE
CGR01/LH82,CGR01,LH82,TRUE,FALSE,TRUE
CGR01/PHB47,CGR01,PHB47,TRUE,FALSE,TRUE
CGR03/CG102,CGR03,CG102,TRUE,FALSE,TRUE
CGR03/LH185,CGR03,LH185,TRUE,FALSE,TRUE
CGR03/LH198,CGR03,LH198,TRUE,FALSE,TRUE
CGR03/LH82,CGR03,LH82,TRUE,FALSE,TRUE
CGR03/PHB47,CGR03,PHB47,TRUE,FALSE,TRUE
CGR04/LH195,CGR04,LH195,TRUE,FALSE,TRUE
CGX333/CG102,CGX333,CG102,TRUE,FALSE,TRUE
CGX333/LH198,CGX333,LH198,TRUE,FALSE,TRUE
CGX333/LH82,CGX333,LH82,TRUE,FALSE,TRUE
CGX333/PHZ51,CGX333,PHZ51,TRUE,FALSE,TRUE
CH753-4/LH82,CH753-4,LH82,TRUE,FALSE,TRUE
CH753-4/PHZ51,CH753-4,PHZ51,TRUE,FALSE,TRUE
CI540/DK3IIH6,CI540,DK3IIH6,TRUE,FALSE,TRUE
CM105/LH82,CM105,LH82,TRUE,FALSE,TRUE
CM105/PHZ51,CM105,PHZ51,TRUE,FALSE,TRUE
CML103/LH195,CML103,LH195,TRUE,FALSE,TRUE
CML103/LH82,CML103,LH82,TRUE,FALSE,TRUE
CML103/PHB47,CML103,PHB47,TRUE,FALSE,TRUE
CML228/PHB47,CML228,PHB47,TRUE,FALSE,TRUE
CML228/PHZ51,CML228,PHZ51,TRUE,FALSE,TRUE
CML247/LH195,CML247,LH195,TRUE,FALSE,TRUE
CML247/LH82,CML247,LH82,TRUE,FALSE,TRUE
CML269/LH195,CML269,LH195,TRUE,FALSE,TRUE
CML322/PHB47,CML322,PHB47,TRUE,FALSE,TRUE
CML322/PHZ51,CML322,PHZ51,TRUE,FALSE,TRUE
CML333/LH82,CML333,LH82,TRUE,FALSE,TRUE
CML333/PHB47,CML333,PHB47,TRUE,FALSE,TRUE
CML69/LH195,CML69,LH195,TRUE,FALSE,TRUE
CML69/LH82,CML69,LH82,TRUE,FALSE,TRUE
CO258/DK3IIH6,CO258,DK3IIH6,TRUE,FALSE,TRUE
CROPLAN 3899VT2PRIB,CROPLAN 3899VT2PRIB,NA,TRUE,FALSE,FALSE
D44VC36,D44VC36,NA,TRUE,FALSE,FALSE
D54VC14RIB,D54VC14RIB,NA,TRUE,FALSE,FALSE
DE811/LH82,DE811,LH82,TRUE,FALSE,TRUE
DE811/PHZ51,DE811,PHZ51,TRUE,FALSE,TRUE
DK3IIH6/LH244,DK3IIH6,LH244,FALSE,TRUE,TRUE
DK3IIH6/PHRE1,DK3IIH6,PHRE1,TRUE,FALSE,TRUE
DK3IIH6/S8324,DK3IIH6,S8324,TRUE,FALSE,TRUE
DK4676A/LH82,DK4676A,LH82,TRUE,FALSE,TRUE
DK4676A/PHZ51,DK4676A,PHZ51,TRUE,FALSE,TRUE
DK78010/DK3IIH6,DK78010,DK3IIH6,TRUE,FALSE,TRUE
DK78010/LH244,DK78010,LH244,FALSE,TRUE,TRUE
DK78371A/PHB47,DK78371A,PHB47,TRUE,FALSE,TRUE
DKC38-03,DKC38-03,NA,TRUE,FALSE,FALSE
DKC38-03RIB,DKC38-03RIB,NA,TRUE,FALSE,FALSE
DKC40-22,DKC40-22,NA,TRUE,FALSE,FALSE
DKC42-42RIB,DKC42-42RIB,NA,TRUE,FALSE,FALSE
DKC42-60RIB,DKC42-60RIB,NA,TRUE,FALSE,FALSE
DKC45-79,DKC45-79,NA,TRUE,FALSE,FALSE
DKC46-61,DKC46-61,NA,TRUE,FALSE,FALSE
DKC50-45RIB,DKC50-45RIB,NA,TRUE,FALSE,FALSE
DKC52-62,DKC52-62,NA,TRUE,FALSE,FALSE
DKC53-56RIB,DKC53-56RIB,NA,TRUE,FALSE,FALSE
DKC53-68RIB,DKC53-68RIB,NA,TRUE,FALSE,FALSE
DKC53-78 RIB,DKC53-78 RIB,NA,TRUE,FALSE,FALSE
DKC54-40RIB,DKC54-40RIB,NA,TRUE,FALSE,FALSE
DKC57-77RIB,DKC57-77RIB,NA,TRUE,FALSE,FALSE
DKC60-67,DKC60-67,NA,TRUE,FALSE,FALSE
DKC60-67RIB,DKC60-67RIB,NA,TRUE,FALSE,FALSE
DKC61-36,DKC61-36,NA,TRUE,FALSE,FALSE
DKC61-54RIB,DKC61-54RIB,NA,TRUE,FALSE,FALSE
DKC61-72,DKC61-72,NA,TRUE,FALSE,FALSE
DKC61-88RIB,DKC61-88RIB,NA,TRUE,FALSE,FALSE
DKC61-89RIB,DKC61-89RIB,NA,TRUE,FALSE,FALSE
DKC62-08,DKC62-08,NA,TRUE,FALSE,FALSE
DKC62-08RIB,DKC62-08RIB,NA,TRUE,FALSE,FALSE
DKC62-20,DKC62-20,NA,TRUE,FALSE,FALSE
DKC62-20RIB,DKC62-20RIB,NA,TRUE,FALSE,FALSE
DKC62-77,DKC62-77,NA,TRUE,FALSE,FALSE
DKC62-77RIB,DKC62-77RIB,NA,TRUE,FALSE,FALSE
DKC63-45,DKC63-45,NA,TRUE,FALSE,FALSE
DKC63-55,DKC63-55,NA,TRUE,FALSE,FALSE
DKC63-55RIB,DKC63-55RIB,NA,TRUE,FALSE,FALSE
DKC63-84,DKC63-84,NA,TRUE,FALSE,FALSE
DKC63-87RIB,DKC63-87RIB,NA,TRUE,FALSE,FALSE
DKC64-35RIB,DKC64-35RIB,NA,TRUE,FALSE,FALSE
DKC64-65RIB,DKC64-65RIB,NA,TRUE,FALSE,FALSE
DKC64-69,DKC64-69,NA,TRUE,FALSE,FALSE
DKC64-69RIB,DKC64-69RIB,NA,TRUE,FALSE,FALSE
DKC65-19RIB,DKC65-19RIB,NA,TRUE,FALSE,FALSE
DKC65-71,DKC65-71,NA,TRUE,FALSE,FALSE
DKC65-71RIB,DKC65-71RIB,NA,TRUE,FALSE,FALSE
DKC65-79,DKC65-79,NA,TRUE,FALSE,FALSE
DKC66-29,DKC66-29,NA,TRUE,FALSE,FALSE
DKC66-40RIB,DKC66-40RIB,NA,TRUE,FALSE,FALSE
DKC66-87,DKC66-87,NA,TRUE,FALSE,FALSE
DKC67-14,DKC67-14,NA,TRUE,FALSE,FALSE
DKC67-44,DKC67-44,NA,TRUE,FALSE,FALSE
DKC67-72,DKC67-72,NA,TRUE,FALSE,FALSE
DKC67-72RIB,DKC67-72RIB,NA,TRUE,FALSE,FALSE
DKC67-88,DKC67-88,NA,TRUE,FALSE,FALSE
DKC69-16,DKC69-16,NA,TRUE,FALSE,FALSE
DKC69-29,DKC69-29,NA,TRUE,FALSE,FALSE
DKC69-72,DKC69-72,NA,TRUE,FALSE,FALSE
DKFBHJ/DK3IIH6,DKFBHJ,DK3IIH6,TRUE,FALSE,TRUE
DKFBHJ/LH82,DKFBHJ,LH82,TRUE,FALSE,TRUE
DKFBHJ/PHZ51,DKFBHJ,PHZ51,TRUE,FALSE,TRUE
DKL46-611,DKL46-611,NA,TRUE,FALSE,FALSE
DKPB80/PHZ51,DKPB80,PHZ51,TRUE,FALSE,TRUE
DOEBLER'S 4115AM,DOEBLER'S 4115AM,NA,TRUE,FALSE,FALSE
DYNA-GRO 49VP88,DYNA-GRO 49VP88,NA,TRUE,FALSE,FALSE
EX3101,EX3101,NA,TRUE,FALSE,FALSE
EX4101,EX4101,NA,TRUE,FALSE,FALSE
EX4104,EX4104,NA,TRUE,FALSE,FALSE
EX5101,EX5101,NA,TRUE,FALSE,FALSE
F42/C103,F42,C103,TRUE,FALSE,TRUE
F42/H95,F42,H95,TRUE,TRUE,TRUE
F42/MO17,F42,MO17,TRUE,TRUE,TRUE
F42/OH43,F42,OH43,TRUE,TRUE,TRUE
FBLA/DK3IIH6,FBLA,DK3IIH6,TRUE,FALSE,TRUE
FE/DK3IIH6,FE,DK3IIH6,TRUE,FALSE,TRUE
FR19/DK3IIH6,FR19,DK3IIH6,TRUE,FALSE,TRUE
FS5424XRR,FS5424XRR,NA,TRUE,FALSE,FALSE
FS6296VT3,FS6296VT3,NA,TRUE,FALSE,FALSE
G10D98,G10D98,NA,TRUE,FALSE,FALSE
G10D98-3122,G10D98-3122,NA,TRUE,FALSE,FALSE
G12J11,G12J11,NA,TRUE,FALSE,FALSE
G6611,G6611,NA,TRUE,FALSE,FALSE
G7601,G7601,NA,TRUE,FALSE,FALSE
GEMN-0096/LH244,GEMN-0096,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0001/LH244,GEMN-0096_LH212HT_0001,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0002/LH244,GEMN-0096_LH212HT_0002,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0003/LH244,GEMN-0096_LH212HT_0003,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0004/LH244,GEMN-0096_LH212HT_0004,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0005/LH244,GEMN-0096_LH212HT_0005,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0006/LH244,GEMN-0096_LH212HT_0006,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0008/LH244,GEMN-0096_LH212HT_0008,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0009/LH244,GEMN-0096_LH212HT_0009,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0010/LH244,GEMN-0096_LH212HT_0010,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0011/LH244,GEMN-0096_LH212HT_0011,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0012/LH244,GEMN-0096_LH212HT_0012,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0013/LH244,GEMN-0096_LH212HT_0013,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0014/LH244,GEMN-0096_LH212HT_0014,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0017/LH244,GEMN-0096_LH212HT_0017,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0020/LH244,GEMN-0096_LH212HT_0020,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0021/LH244,GEMN-0096_LH212HT_0021,LH244,FALSE,TRUE,TRUE
GEMN-0096_LH212HT_0027/LH244,GEMN-0096_LH212HT_0027,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHJ89_0001/LH244,GEMN-0096_PHJ89_0001,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHJ89_0002/LH244,GEMN-0096_PHJ89_0002,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHJ89_0006/LH244,GEMN-0096_PHJ89_0006,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHJ89_0007/LH244,GEMN-0096_PHJ89_0007,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHJ89_0009/LH244,GEMN-0096_PHJ89_0009,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHJ89_0010/LH244,GEMN-0096_PHJ89_0010,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHJ89_0011/LH244,GEMN-0096_PHJ89_0011,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHJ89_0012/LH244,GEMN-0096_PHJ89_0012,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHJ89_0013/LH244,GEMN-0096_PHJ89_0013,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHJ89_0014/LH244,GEMN-0096_PHJ89_0014,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHJ89_0016/LH244,GEMN-0096_PHJ89_0016,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHJ89_0017/LH244,GEMN-0096_PHJ89_0017,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHK76_0001/LH244,GEMN-0096_PHK76_0001,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHK76_0002/LH244,GEMN-0096_PHK76_0002,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHK76_0003/LH244,GEMN-0096_PHK76_0003,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHK76_0004/LH244,GEMN-0096_PHK76_0004,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHK76_0006/LH244,GEMN-0096_PHK76_0006,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHK76_0007/LH244,GEMN-0096_PHK76_0007,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHK76_0008/LH244,GEMN-0096_PHK76_0008,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHK76_0009/LH244,GEMN-0096_PHK76_0009,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHK76_0010/LH244,GEMN-0096_PHK76_0010,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHK76_0013/LH244,GEMN-0096_PHK76_0013,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHK76_0015/LH244,GEMN-0096_PHK76_0015,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHK76_0016/LH244,GEMN-0096_PHK76_0016,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0001/LH244,GEMN-0096_PHN46_0001,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0002/LH244,GEMN-0096_PHN46_0002,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0003/LH244,GEMN-0096_PHN46_0003,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0004/LH244,GEMN-0096_PHN46_0004,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0005/LH244,GEMN-0096_PHN46_0005,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0007/LH244,GEMN-0096_PHN46_0007,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0008/LH244,GEMN-0096_PHN46_0008,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0009/LH244,GEMN-0096_PHN46_0009,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0010/LH244,GEMN-0096_PHN46_0010,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0011/LH244,GEMN-0096_PHN46_0011,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0012/LH244,GEMN-0096_PHN46_0012,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0013/LH244,GEMN-0096_PHN46_0013,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0014/LH244,GEMN-0096_PHN46_0014,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0018/LH244,GEMN-0096_PHN46_0018,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0020/LH244,GEMN-0096_PHN46_0020,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHN46_0023/LH244,GEMN-0096_PHN46_0023,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0001/LH244,GEMN-0096_PHP02_0001,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0002/LH244,GEMN-0096_PHP02_0002,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0003/LH244,GEMN-0096_PHP02_0003,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0004/LH244,GEMN-0096_PHP02_0004,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0005/LH244,GEMN-0096_PHP02_0005,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0006/LH244,GEMN-0096_PHP02_0006,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0007/LH244,GEMN-0096_PHP02_0007,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0008/LH244,GEMN-0096_PHP02_0008,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0009/LH244,GEMN-0096_PHP02_0009,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0010/LH244,GEMN-0096_PHP02_0010,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0011/LH244,GEMN-0096_PHP02_0011,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0012/LH244,GEMN-0096_PHP02_0012,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0015/LH244,GEMN-0096_PHP02_0015,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0016/LH244,GEMN-0096_PHP02_0016,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0017/LH244,GEMN-0096_PHP02_0017,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0022/LH244,GEMN-0096_PHP02_0022,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0025/LH244,GEMN-0096_PHP02_0025,LH244,FALSE,TRUE,TRUE
GEMN-0096_PHP02_0030/LH244,GEMN-0096_PHP02_0030,LH244,FALSE,TRUE,TRUE
GEMN-0097/LH244,GEMN-0097,LH244,FALSE,TRUE,TRUE
GEMN-0097/PHB47,GEMN-0097,PHB47,TRUE,FALSE,TRUE
GEMN-0097_LH212HT_0002/LH244,GEMN-0097_LH212HT_0002,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0004/LH244,GEMN-0097_LH212HT_0004,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0017/LH244,GEMN-0097_LH212HT_0017,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0018/LH244,GEMN-0097_LH212HT_0018,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0019/LH244,GEMN-0097_LH212HT_0019,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0020/LH244,GEMN-0097_LH212HT_0020,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0023/LH244,GEMN-0097_LH212HT_0023,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0026/LH244,GEMN-0097_LH212HT_0026,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0032/LH244,GEMN-0097_LH212HT_0032,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0034/LH244,GEMN-0097_LH212HT_0034,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0039/LH244,GEMN-0097_LH212HT_0039,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0046/LH244,GEMN-0097_LH212HT_0046,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0047/LH244,GEMN-0097_LH212HT_0047,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0051/LH244,GEMN-0097_LH212HT_0051,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0054/LH244,GEMN-0097_LH212HT_0054,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0058/LH244,GEMN-0097_LH212HT_0058,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0061/LH244,GEMN-0097_LH212HT_0061,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0062/LH244,GEMN-0097_LH212HT_0062,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0069/LH244,GEMN-0097_LH212HT_0069,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0074/LH244,GEMN-0097_LH212HT_0074,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0078/LH244,GEMN-0097_LH212HT_0078,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0085/LH244,GEMN-0097_LH212HT_0085,LH244,FALSE,TRUE,TRUE
GEMN-0097_LH212HT_0090/LH244,GEMN-0097_LH212HT_0090,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0001/LH244,GEMN-0097_PHJ89_0001,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0002/LH244,GEMN-0097_PHJ89_0002,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0003/LH244,GEMN-0097_PHJ89_0003,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0004/LH244,GEMN-0097_PHJ89_0004,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0005/LH244,GEMN-0097_PHJ89_0005,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0006/LH244,GEMN-0097_PHJ89_0006,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0007/LH244,GEMN-0097_PHJ89_0007,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0008/LH244,GEMN-0097_PHJ89_0008,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0010/LH244,GEMN-0097_PHJ89_0010,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0011/LH244,GEMN-0097_PHJ89_0011,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0012/LH244,GEMN-0097_PHJ89_0012,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0013/LH244,GEMN-0097_PHJ89_0013,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0016/LH244,GEMN-0097_PHJ89_0016,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0020/LH244,GEMN-0097_PHJ89_0020,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0023/LH244,GEMN-0097_PHJ89_0023,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0025/LH244,GEMN-0097_PHJ89_0025,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0026/LH244,GEMN-0097_PHJ89_0026,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0027/LH244,GEMN-0097_PHJ89_0027,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0028/LH244,GEMN-0097_PHJ89_0028,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0029/LH244,GEMN-0097_PHJ89_0029,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0033/LH244,GEMN-0097_PHJ89_0033,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0036/LH244,GEMN-0097_PHJ89_0036,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHJ89_0039/LH244,GEMN-0097_PHJ89_0039,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0002/LH244,GEMN-0097_PHK76_0002,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0003/LH244,GEMN-0097_PHK76_0003,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0007/LH244,GEMN-0097_PHK76_0007,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0009/LH244,GEMN-0097_PHK76_0009,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0010/LH244,GEMN-0097_PHK76_0010,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0011/LH244,GEMN-0097_PHK76_0011,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0012/LH244,GEMN-0097_PHK76_0012,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0014/LH244,GEMN-0097_PHK76_0014,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0015/LH244,GEMN-0097_PHK76_0015,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0016/LH244,GEMN-0097_PHK76_0016,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0017/LH244,GEMN-0097_PHK76_0017,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0018/LH244,GEMN-0097_PHK76_0018,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0021/LH244,GEMN-0097_PHK76_0021,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0023/LH244,GEMN-0097_PHK76_0023,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0029/LH244,GEMN-0097_PHK76_0029,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0032/LH244,GEMN-0097_PHK76_0032,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0036/LH244,GEMN-0097_PHK76_0036,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0037/LH244,GEMN-0097_PHK76_0037,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0038/LH244,GEMN-0097_PHK76_0038,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0039/LH244,GEMN-0097_PHK76_0039,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0041/LH244,GEMN-0097_PHK76_0041,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0048/LH244,GEMN-0097_PHK76_0048,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0050/LH244,GEMN-0097_PHK76_0050,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0052/LH244,GEMN-0097_PHK76_0052,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0053/LH244,GEMN-0097_PHK76_0053,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0055/LH244,GEMN-0097_PHK76_0055,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHK76_0060/LH244,GEMN-0097_PHK76_0060,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHN46_0001/LH244,GEMN-0097_PHN46_0001,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHN46_0002/LH244,GEMN-0097_PHN46_0002,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHN46_0003/LH244,GEMN-0097_PHN46_0003,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHN46_0004/LH244,GEMN-0097_PHN46_0004,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHN46_0005/LH244,GEMN-0097_PHN46_0005,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHN46_0006/LH244,GEMN-0097_PHN46_0006,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHN46_0007/LH244,GEMN-0097_PHN46_0007,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHN46_0008/LH244,GEMN-0097_PHN46_0008,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHN46_0009/LH244,GEMN-0097_PHN46_0009,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHN46_0010/LH244,GEMN-0097_PHN46_0010,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHN46_0011/LH244,GEMN-0097_PHN46_0011,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHN46_0012/LH244,GEMN-0097_PHN46_0012,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHN46_0013/LH244,GEMN-0097_PHN46_0013,LH244,FALSE,TRUE,TRUE
GEMN-0097_PHN46_0014/LH244,GEMN-0097_PHN46_0014,LH244,FALSE,TRUE,TRUE
